1	0	1696487800	1660115842	0	0	0	0		512	\N	0	0	0	0	\N	{"doktype":"","title":"","slug":"","nav_title":"","subtitle":"","seo_title":"","description":"","no_index":"","no_follow":"","canonical_link":"","sitemap_changefreq":"","sitemap_priority":"","og_title":"","og_description":"","og_image":"","twitter_title":"","twitter_description":"","twitter_image":"","twitter_card":"","abstract":"","keywords":"","author":"","author_email":"","lastUpdated":"","layout":"","newUntil":"","backend_layout":"","backend_layout_next_level":"","content_from_pid":"","target":"","cache_timeout":"","cache_tags":"","is_siteroot":"","no_search":"","no_search_sub_entries":"","php_tree_stop":"","module":"","media":"","tsconfig_includes":"","TSconfig":"","l18n_cfg":"","hidden":"","nav_hide":"","starttime":"","endtime":"","extendToSubpages":"","fe_group":"","fe_login_mode":"","editlock":"","categories":"","rowDescription":""}	0	0	0	0	1	1	31	31	1	Home	/	1	\N	1	0		0	0		0		0	0	\N	0		0	\N	0	1696487800	\N		0				0	0	0	0	0			\N	0	0		0	0		\N	0		\N	0	summary		0.5		
2	3	1695902743	1695897937	0	0	0	0		64		0	0	0	0	\N	{"doktype":"","title":"","slug":"","nav_title":"","subtitle":"","seo_title":"","description":"","no_index":"","no_follow":"","canonical_link":"","sitemap_changefreq":"","sitemap_priority":"","og_title":"","og_description":"","og_image":"","twitter_title":"","twitter_description":"","twitter_image":"","twitter_card":"","abstract":"","keywords":"","author":"","author_email":"","lastUpdated":"","layout":"","newUntil":"","backend_layout":"","backend_layout_next_level":"","content_from_pid":"","target":"","cache_timeout":"","cache_tags":"","is_siteroot":"","no_search":"","no_search_sub_entries":"","php_tree_stop":"","module":"","media":"","tsconfig_includes":"","TSconfig":"","l18n_cfg":"","hidden":"","nav_hide":"","starttime":"","endtime":"","extendToSubpages":"","fe_group":"","fe_login_mode":"","editlock":"","categories":"","rowDescription":""}	0	0	0	0	1	0	31	27	0	5a Workflows - Page properties	/5a-page-workflows-page-properties	1		0	0		0	0	Page properties (title) has changed	0		0	0		0		0		0	1695902743			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
3	1	1695902066	1695901523	0	0	0	0		32		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	0	31	27	0	EXT:in2publish	/extin2publish-core	1		0	0		0	0		0		0	0		0		0		0	0			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
4	1	1695902072	1695901537	0	0	0	0		16		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	0	31	27	0	EXT:in2publish_core	/extin2publish	1		0	0		0	0		0		0	0		0		0		0	0			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
5	4	1695901977	1695901581	0	0	0	0		112		0	0	0	0	\N	{"title":""}	0	0	0	0	1	0	31	27	0	1a Page properties	/extin2publish/1-publish-page	1		0	0		0	0		0		0	0		0		0		0	1695901581			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
6	4	1695901980	1695901957	0	0	0	0		128		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	0	31	27	0	1b Page content	/extin2publish/1b-page-content	1		0	0		0	0		0		0	0		0		0		0	0			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
7	3	1695905926	1695905917	0	0	0	0		128		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	0	31	27	0	5b Workflows - Page content	/extin2publish-core/5b-workflows-page-content	1		0	0		0	0		0		0	0		0		0		0	1695905947			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
8	3	1695906757	1695906746	0	0	0	0		384		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	0	31	27	0	6a Workflows / TreeViewColors - Page properties	/extin2publish-core/6a-workflows-/-treeviewcolors-page-properties	1		0	0		0	0		0		0	0		0		0		0	0			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
9	3	1695906793	1695906780	0	0	0	0		640		0	0	0	0	\N	{"hidden":""}	0	0	0	0	1	0	31	27	0	6b Workflows / TreeViewColors - ContentElements	/extin2publish-core/6b-workflows-/-treeviewcolors-contentelements	1		0	0		0	0		0		0	0		0		0		0	0			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
10	16	1698225997	1695908424	1	0	0	0		896		0	0	0	0	\N	{"doktype":"","title":"","slug":"","nav_title":"","subtitle":"","seo_title":"","description":"","no_index":"","no_follow":"","canonical_link":"","sitemap_changefreq":"","sitemap_priority":"","og_title":"","og_description":"","og_image":"","twitter_title":"","twitter_description":"","twitter_image":"","twitter_card":"","abstract":"","keywords":"","author":"","author_email":"","lastUpdated":"","layout":"","newUntil":"","backend_layout":"","backend_layout_next_level":"","content_from_pid":"","target":"","cache_timeout":"","cache_tags":"","is_siteroot":"","no_search":"","no_search_sub_entries":"","php_tree_stop":"","module":"","media":"","tsconfig_includes":"","TSconfig":"","l18n_cfg":"","hidden":"","nav_hide":"","starttime":"","endtime":"","extendToSubpages":"","fe_group":"","fe_login_mode":"","editlock":"","categories":"","rowDescription":""}	0	0	0	0	1	0	31	27	0	11a Workflows/CLC LIW - Page props	/extin2publish-core/11a-workflows/clc-liw-page-props	1		0	0		0	0		0		0	0		0		0		0	1697010533			0				0	0	0	0	0				0	0		0	0			0			0	summary		0.5		
